 Order No, Order Date,Item Description,Unit,Qty,Price ,Order Value, G.E. No,G.E. Date,G.E. Qty ,Receipt No.,Receipt Date,Receipt Qty. ,QC Ok Qty,QC Date, Invoice No,Invoice Date,Return No,Date,Qty
PO00137,23/05/2015,MISC. BUILDING MATERIALS,KG,2023.2,41.13,83214.22,,,,,,,,,,
PO00138,23/05/2015,COPPER WIRE / ROD,KG,25500,442.89,11293797.00,GE0000000088,31/05/2015,6011,RCPT0000000089,31/05/2015,6011,,,PB0000298,31/05/2015
,,,,,,,GE0000000089,31/05/2015,2973,RCPT0000000090,31/05/2015,2973,,,PB0000299,31/05/2015
,,,,,,,GE0000000090,31/05/2015,3022,RCPT0000000091,31/05/2015,3022,,,PB0000300,31/05/2015
,,,,,,,GE0000000091,31/05/2015,5986,RCPT0000000092,31/05/2015,5986,,,PB0000301,31/05/2015
,,,,,,,GE0000000092,31/05/2015,2976,RCPT0000000093,31/05/2015,2976,,,PB0000302,31/05/2015
PO00139,23/05/2015,COPPER WIRE / ROD,KG,6200,444.93,2758578.40,GE0000000039,31/05/2015,5932,RCPT0000000038,31/05/2015,5932,,,PB0000303,31/05/2015
PO00140,23/05/2015,COMPUTER PARTS,PCS,1,5190.00,5190.00,GE0000000040,31/05/2015,1,RCPT0000000050,31/05/2015,1,,,PB0000370,31/05/2015
PO00141,22/05/2015,FELT 410X40X8 MM DENSITY 0.20 GM/CM3,KG,22,310.00,6820.00,GE0000000022,29/05/2015,21.8,RCPT0000000031,29/05/2015,21.8,,,PB0000235,29/05/2015
PO00141,22/05/2015,FELT 50X30X8 DENSITY 0.28GM/CM3,KG,5,925.00,4625.00,GE0000000022,29/05/2015,4.6,RCPT0000000031,29/05/2015,4.6,,,PB0000235,29/05/2015
PO00142,23/05/2015,MISC. BUILDING MATERIALS,KG,1,5700.00,5700.00,,,,,,,,,,
PO00143,24/05/2015,MISC. PLASTIC REELS,PCS,800,17.50,14000.00,,,,,,,,,,
PO00143,24/05/2015,PLAS SPOOL PT-10,PCS,1000,35.50,35500.00,GE0000000048,24/05/2015,1000,,,,,,,
PO00143,24/05/2015,PLAS SPOOL PT-180 / PT-200,PCS,100,1550.00,155000.00,GE0000000048,24/05/2015,100,,,,,,,
PO00143,24/05/2015,PLAS SPOOL PT-04,PCS,1000,19.00,19000.00,GE0000000048,24/05/2015,1000,,,,,,,
