Voucher Id,Invoice ,Invoice ,Supplier Name,Receipt No.,Bill No.,Bill Date,D.N. No.,D.N. Date,Currenc,Group,Item Description,Unit,Quantity,Gross Amount,Discount,Additional Custom ,Basic Custom Duty,Basic Custom Duty ,Basic Custom Duty ,Central Sales Tax ,Cst Purchase @1%,Cst Purchase @2%,Cvd,Ec On Purchase ,Excise On ,Excise On ,Excise On ,Hec On Purchase ,Input Vat - 12.50% ,Input Vat - 4.00% ,Input Vat ,Input Vat ,
PB000317,PB0000292,31-05-2015,Hindalco,RCPT0000000037,DCR/15000917,19-05-2015,MRN-489,20-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2980.00,1272460.00,0.00,1445833.00,,,,,,,,,,,,,,,,,
PB000318,PB0000293,31-05-2015,MAHESH PAINTS & HARDWARE STORE,,MRN/502/181,21-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,1730.00,0.00,1972.00,,,,,,,,,,,,,,,,,
PB000319,PB0000294,31-05-2015,Hindalco,RCPT0000000085,DGH/15000461,23-05-2015,MRN-524,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6071.00,2678494.84,3035.50,3160936.34,,,,,,,,,,,,,,,,,
PB000320,PB0000295,31-05-2015,Hindalco,RCPT0000000086,DGH/15000462,23-05-2015,MRN-525,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5954.00,2626875.03,2977.00,3100018.03,,,,,,,,,,,,,,,,,
PB000321,PB0000296,31-05-2015,Hindalco,RCPT0000000087,DGH/15000464,23-05-2015,MRN-527,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5959.00,2629081.00,2979.50,3102622.50,,,,,,,,,,,,,,,,,
PB000322,PB0000297,31-05-2015,Hindalco,RCPT0000000088,DGH/15000465,23-05-2015,MRN-528,23-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5950.00,2625110.25,2975.00,3097936.25,,,,,,,,,,,,,,,,,
PB000323,PB0000298,31-05-2015,Hindalco,RCPT0000000089,DGH/15000470,25-05-2015,MRN-535,25-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6011.00,2662235.83,3005.50,3141760.33,,,,,,,,,,,,,,,,,
PB000324,PB0000281,31-05-2015,S.S.Packaging,RCPT0000000103,150,16-05-2015,MRN-454,16-05-2015,INR,PACKING MATERIAL,STRECH FILM,KG,162.80,23606.00,0.00,27885.00,,,,,,,,,,,,,,,,,
PB000325,PB0000280,31-05-2015,Bharat Box Company,RCPT0000000102,062,16-05-2015,MRN-453,16-05-2015,INR,CORRUGATED BOXES,"CORRUGATED BOX-PT10-14.75""X7.5""X9.5""",PCS,1561.00,39025.00,0.00,40976.00,,,,,,,,,,,,,,,,,
PB000326,PB0000279,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000032,434,16-05-2015,452,16-05-2015,INR,BEARING,BEARING - 6009ZZ,PCS,4.00,1120.00,0.00,1176.00,,,,,,,,,,,,,,,,,
PB000327,PB0000220,29-05-2015,Walson Woodburn Wire Die Pvt Ltd.,,MRN-444/151,11-05-2015,,,INR,DIE and DIE MATERIAL,DIES WIRE DRAWING PCD,PCS,1.00,12870.00,0.00,14769.00,,,,,,,,,,,,,,,,,
PB000328,PB0000301,31-05-2015,Hindalco,RCPT0000000092,DGH/15000491,27-05-2015,MRN-557,27-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5986.00,2651163.48,2993.00,3128693.48,,,,,,,,,,,,,,,,,
PB000329,PB0000300,31-05-2015,Hindalco,RCPT0000000091,DGH/15000493,27-05-2015,MRN-556,27-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,3022.00,1338425.67,1511.00,1579503.67,,,,,,,,,,,,,,,,,
PB000330,PB0000299,31-05-2015,Hindalco,RCPT0000000090,DGH/15000492,27-05-2015,MRN-555,27-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2973.00,1316723.86,1486.50,1553893.36,,,,,,,,,,,,,,,,,
PB000331,PB0000206,16-05-2015,ELANTAS Beck India Ltd.,RCPT0000000026,716,28-04-2015,MRN-313,05-05-2015,INR,THINNER,LUBECKAN W-25,L,720.00,119520.00,0.00,138978.00,,,,,,,,,,,,,,,,,
PB000333,PB0000221,29-05-2015,Delhi Sales Corporation,RCPT0000000029,91,15-05-2015,MRN-445,15-05-2015,INR,IRON PATTI,"IRON PATTI-1/2"" & NAILS",KG,101.10,6470.40,0.00,6794.40,,,,,,,,,,,,,,,,,
PB000334,PB0000222,29-05-2015,RAMESH PAINT & HARDWARE STORE,,MRN-446/271,14-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,2295.00,0.00,2616.00,,,,,,,,,,,,,,,,,
PB000335,PB0000229,29-05-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000101,339,12-05-2015,MRN-416,13-05-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-10,PCS,2000.00,71000.00,0.00,81473.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"PLAS SPOOL PT-10""",PCS,200.00,10000.00,0.00,11475.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLASTIC BUCKET PT-25,PCS,624.00,26676.00,0.00,30611.00,,,,,,,,,,,,,,,,,
PB000336,PB0000209,16-05-2015,Savitri Enterprises,,MRN-414 BILL 228,13-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,29508.00,0.00,33640.00,,,,,,,,,,,,,,,,,
PB000337,PB0000207,16-05-2015,HPT AND COMPANY,,MRN-366,08-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,9800.00,0.00,10290.00,,,,,,,,,,,,,,,,,
PB000338,PB0000230,29-05-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),,MRN-416/339,12-05-2015,,,INR,PLASTIC SPOOL MISC,MISC. PLASTIC REELS,PCS,660.00,19800.00,0.00,22721.00,,,,,,,,,,,,,,,,,
PB000339,PB0000151,13-05-2015,Hindalco,RCPT0000000060,DGH/15000361,09-05-2015,MRN-382,09-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6015.00,2568405.00,3007.50,3030921.50,,,,,,,,,,,,,,,,,
PB000340,PB0000302,31-05-2015,Hindalco,RCPT0000000093,DGH/15000517,28-05-2015,MRN-569,28-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2976.00,1318052.54,1488.00,1555461.54,,,,,,,,,,,,,,,,,
PB000341,PB0000303,31-05-2015,Hindalco,RCPT0000000038,DCR/15000968,21-05-2015,MRN-504,22-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5932.00,2639336.62,0.00,2998946.62,,,,,,,,,,,,,,,,,
PB000342,PB0000208,16-05-2015,Wirex Dies & Steel (I) Pvt. Ltd.,RCPT0000000027,092,07-05-2015,MRN-400,11-05-2015,INR,OIL and LUBRICANT,LUB. OIL ( GRADE 40 ),L,210.00,24150.00,0.00,28082.00,,,,,,,,,,,,,,,,,
PB000343,PB0000231,29-05-2015,RAMESH PAINT & HARDWARE STORE,,MRN-429/256,14-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,6425.00,0.00,6425.00,,,,,,,,,,,,,,,,,
PB000344,PB0000232,29-05-2015,MODERN SCIENTIFIC CORPORATION,RCPT0000000030,1032,14-05-2015,MRN-431,14-05-2015,INR,CHEMICAL,WAX PARAFIN,KG,1.00,3970.00,0.00,4169.00,,,,,,,,,,,,,,,,,
PB000345,PB0000233,29-05-2015,Savitri Enterprises,,MRN-433/236,14-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,16.80,3864.00,0.00,4058.00,,,,,,,,,,,,,,,,,
PB000346,PB0000235,29-05-2015,Sealwell,RCPT0000000031,133,11-05-2015,MRN-437,15-05-2015,INR,FELT and PAD,FELT 410X40X8 MM DENSITY 0.20 GM/CM3,KG,21.80,6758.00,0.00,6893.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,FELT 50X30X8 DENSITY 0.28GM/CM3,KG,4.60,4255.00,0.00,4340.00,,,,,,,,,,,,,,,,,
PB000347,PB0000269,31-05-2015,Hindalco,RCPT0000000031,15000879,15-05-2015,MRN-447,16-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5962.00,2545774.00,0.00,2892636.00,,,,,,,,,,,,,,,,,
PB000348,PB0000276,31-05-2015,Hindalco,RCPT0000000078,DGH/15000404,16-05-2015,MRN-449,16-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6003.00,2563281.00,3001.50,3024874.50,,,,,,,,,,,,,,,,,
PB000349,PB0000277,31-05-2015,Hindalco,RCPT0000000079,DGH/15000405,16-05-2015,MRN-450,16-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5968.00,2548336.00,2984.00,3007238.00,,,,,,,,,,,,,,,,,
PB000350,PB0000278,31-05-2015,Om Wooden Industries,,MRN451/100,16-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,64.00,1728.00,0.00,1970.00,,,,,,,,,,,,,,,,,
PB000379,PB0000305,31-05-2015,Shri Balaji House Keeping Service,,MRN/461/96,18-05-2015,,,INR,HOUSE KEEPING MATERIAL,MISC. HKM,PCS,1.00,7991.00,0.00,7991.00,,,,,,,,,,,,,,,,,
PB000380,PB0000306,31-05-2015,Scientific Agencies Pvt. Ltd,RCPT0000000033,174,15-05-2015,MRN-474,19-05-2015,INR,CHEMICAL,WAX PARAFIN,KG,1.00,1038.40,0.00,1059.40,,,,,,,,,,,,,,,,,
PB000381,PB0000307,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000034,446,18-05-2015,MRN-464,18-05-2015,INR,WELDING MATERIAL,WELDING ROD,PCS,1.00,650.00,0.00,683.00,,,,,,,,,,,,,,,,,
PB000382,PB0000308,31-05-2015,Fuming Beverages,RCPT0000000035,235,19-05-2015,MRN-475,19-05-2015,INR,STAFF WELFARE,TEA & COFFEE,KG,32.00,6080.00,0.00,6080.00,,,,,,,,,,,,,,,,,
PB000383,PB0000309,31-05-2015,Ganesh Electricals,,MRN-493/377,20-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,7260.00,0.00,8277.00,,,,,,,,,,,,,,,,,
PB000384,PB0000310,31-05-2015,Autonix Auto Industries Pvt. Ltd,,MRN-495/51,20-05-2015,,,INR,ELECTRICAL,BULBS ALL TYPES,PCS,20.00,18000.00,0.00,20520.00,,,,,,,,,,,,,,,,,
PB000385,PB0000312,31-05-2015,Iskon Packaging Wood Works,RCPT0000000105,13,19-05-2015,MRN-486,19-05-2015,INR,WOODEN PALLET,WOODEN GUTKA,PCS,400.00,3420.00,0.00,3591.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,WOODEN PALLET 37*37,PCS,25.00,12500.00,0.00,13125.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,WOODEN PALLET 44*33,PCS,25.00,13500.00,0.00,14175.00,,,,,,,,,,,,,,,,,
PB000386,PB0000311,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000036,490,22-05-2015,MRN-515,24-05-2015,INR,BEARING,BEARING - 609ZZ,PCS,6.00,672.00,0.00,706.00,,,,,,,,,,,,,,,,,
PB000387,PB0000314,31-05-2015,VIKAS SPOOL PVT. LTD. (SUPPLIER),RCPT0000000107,408,21-05-2015,MRN-506,22-05-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-180 / PT-200,PCS,25.00,38750.00,0.00,44466.00,,,,,,,,,,,,,,,,,
PB000388,PB0000315,31-05-2015,Savitri Enterprises,,MRN-507/275,22-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,820.00,0.00,861.00,,,,,,,,,,,,,,,,,
PB000389,PB0000316,31-05-2015,Arvind Bearing & Mill Store,,MRN-508/492,22-05-2015,,,INR,OIL and LUBRICANT,"GREASES ( AP3, SAPHIRE2, PEERLESS LLG )",KG,1.00,1150.00,0.00,1311.00,,,,,,,,,,,,,,,,,
PB000390,PB0000317,31-05-2015,Micro Inks Limited,RCPT0000000037,5186,12-05-2015,MRN-509,22-05-2015,INR,THINNER,BASE COAT THINNER,KG,180.00,21060.00,0.00,24167.00,,,,,,,,,,,,,,,,,
PB000391,PB0000318,31-05-2015,Micro Inks Limited,RCPT0000000038,5192,12-05-2015,MRN-510,22-05-2015,INR,THINNER,BASE COAT THINNER,KG,180.00,21060.00,0.00,24167.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,TOP COAT THINNER,KG,180.00,39960.00,0.00,45854.00,,,,,,,,,,,,,,,,,
PB000392,PB0000319,31-05-2015,Hindalco,RCPT0000000094,DGH/15000452,22-05-2015,MRN-516,22-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6166.00,2743450.71,3083.00,3237617.71,,,,,,,,,,,,,,,,,
PB000393,PB0000313,31-05-2015,Iskon Packaging Wood Works,RCPT0000000106,14,21-05-2015,MRN-500,21-05-2015,INR,WOODEN PALLET,WOODEN PALLET 37*37,PCS,25.00,12500.00,0.00,13125.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,WOODEN PALLET 44*33,PCS,25.00,14000.00,0.00,14700.00,,,,,,,,,,,,,,,,,
PB000394,PB0000320,31-05-2015,Bharat Box Company,RCPT0000000108,069,22-05-2015,MRN-517,22-05-2015,INR,CORRUGATED BOXES,"CORRUGATED BOX - PT-25- 9.25X 9.25X 11.25"" 3PLY",PCS,3021.00,33231.00,0.00,34892.00,,,,,,,,,,,,,,,,,
PB000396,PB0000321,31-05-2015,Scientific Agencies Pvt. Ltd,RCPT0000000039,184,21-05-2015,MRN-520,23-05-2015,INR,CHEMICAL,WAX PARAFIN,KG,56.00,45696.00,0.00,46610.00,,,,,,,,,,,,,,,,,
PB000397,PB0000322,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000040,498,23-05-2015,MRN-521,23-05-2015,INR,BEARING,BEARING- 6015  2RS1,PCS,1.00,1945.30,0.00,2042.30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,BEARING- 6016 2RS1,PCS,1.00,2404.50,0.00,2524.50,,,,,,,,,,,,,,,,,
PB000398,PB0000323,31-05-2015,Ganesh Electricals,,MRN-523,23-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,13600.00,0.00,15504.00,,,,,,,,,,,,,,,,,
PB000399,PB0000324,31-05-2015,Hindalco,RCPT0000000095,DGH/15000468,25-05-2015,MRN-536,25-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2983.00,1273741.00,1491.50,1503115.50,,,,,,,,,,,,,,,,,
PB000400,PB0000325,31-05-2015,Hindalco,RCPT0000000096,DGH/15000469,25-05-2015,MRN-537,25-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2987.00,1275449.00,1493.50,1505130.50,,,,,,,,,,,,,,,,,
PB000401,PB0000326,31-05-2015,Bharat Box Company,RCPT0000000109,073,25-05-2015,MRN-538,25-05-2015,INR,CORRUGATED BOXES,"CORRUGATED BOX - PT-25- 9.25X 9.25X 11.25"" 3PLY",PCS,9.00,99.00,0.00,104.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"CORRUGATED BOX-PT10-14.75""X7.5""X9.5""",PCS,1047.00,26175.00,0.00,27484.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"CORRUGATED BOX.PT-60 12""X12""16""- 5 PLY.",PCS,302.00,7852.00,0.00,8245.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,PACKING MATERIAL,"CORRUGATED BOX PT- 45, 10.50X10.50X16.50- 5 PLY",PCS,382.00,5539.00,0.00,5816.00,,,,,,,,,,,,,,,,,
PB000402,PB0000327,31-05-2015,ELANTAS Beck India Ltd.,RCPT0000000031,428,18-05-2015,MRN-477,19-05-2015,INR,H CLASS,TEREBEC MT 543-38,KG,420.00,87780.00,0.00,100560.00,,,,,,,,,,,,,,,,,
PB000403,PB0000329,31-05-2015,Walson Woodburn Wire Die Pvt Ltd.,,MRN-541/03,25-05-2015,,,INR,DIE and DIE MATERIAL,DIES WIRE DRAWING PCD,PCS,1.00,7110.00,0.00,8159.00,,,,,,,,,,,,,,,,,
PB000404,PB0000328,31-05-2015,ELANTAS Beck India Ltd.,RCPT0000000032,429,18-05-2015,MRN-478,19-05-2015,INR,H CLASS,TEREBEC MT 543-38,KG,2100.00,438900.00,0.00,502798.00,,,,,,,,,,,,,,,,,
PB000405,PB0000330,31-05-2015,Hindalco,RCPT0000000097,DGH/15000518,28-05-2015,MRN-570,28-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,2958.00,1316108.86,1479.00,1553174.86,,,,,,,,,,,,,,,,,
PB000406,PB0000332,31-05-2015,Hindalco,RCPT0000000039,DCR/150001160,29-05-2015,MRN-598,30-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5999.00,2561573.00,0.00,2910588.00,,,,,,,,,,,,,,,,,
PB000407,PB0000331,31-05-2015,Hindalco,RCPT0000000098,DGH/15000519,28-05-2015,MRN-571,28-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,5960.00,2651794.72,2980.00,3129452.72,,,,,,,,,,,,,,,,,
PB000408,PB0000333,31-05-2015,Hindalco,RCPT0000000099,DGH/15000540,30-05-2015,MRN-601,30-05-2015,INR,COPPER WIRE / ROD,COPPER WIRE / ROD,KG,6222.00,2656794.00,3111.00,3135227.00,,,,,,,,,,,,,,,,,
PB000409,PB0000334,31-05-2015,Polyspin Filtration (I) Pvt. Ltd,,MRN-481/0135,18-05-2015,,,INR,INSULATING MATERIAL,CERAMIC EYELET,PCS,100.00,920.00,0.00,938.00,,,,,,,,,,,,,,,,,
PB000410,PB0000336,31-05-2015,NTL ELECTRONICS INDIA LTD. (SUPPLIER),RCPT0000000110,1040419,20-05-2015,MRN-511,22-05-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-04,PCS,38.00,304.00,0.00,310.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLAS SPOOL PT-10,PCS,1398.00,15378.00,0.00,15686.00,,,,,,,,,,,,,,,,,
PB000411,PB0000337,31-05-2015,NORELL,RCPT0000000111,203,21-05-2015,MRN-512,22-05-2015,INR,PLASTIC SPOOL,PLAS SPOOL PT-04,PCS,330.00,2640.00,0.00,2693.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLAS SPOOL PT-10,PCS,1080.00,11880.00,0.00,12118.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PLAS SPOOL PT-25,PCS,80.00,1600.00,0.00,1632.00,,,,,,,,,,,,,,,,,
PB000412,PB0000338,31-05-2015,VISHAL FURNITURE,,MRN-534/089,16-05-2015,,,INR,HOUSE KEEPING MATERIAL,MISC. HKM,PCS,1.00,12600.00,0.00,14364.00,,,,,,,,,,,,,,,,,
PB000413,PB0000339,31-05-2015,SITA ELECTRICALS,,MRN-544/1948,15-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,5850.00,0.00,5850.00,,,,,,,,,,,,,,,,,
PB000414,PB0000340,31-05-2015,Seema Traders,RCPT0000000042,,,,,INR,MISC.,OLD DHOTI,PCS,2500.00,9750.00,0.00,9750.00,,,,,,,,,,,,,,,,,
PB000415,PB0000341,31-05-2015,Pragyan Cooltech Industries,,MRN-546/3461,26-05-2015,,,INR,CHEMICAL,MISC. CHEMICALS,PCS,1.00,15200.00,0.00,15504.00,,,,,,,,,,,,,,,,,
PB000416,PB0000342,31-05-2015,Fuming Beverages,RCPT0000000043,241,27-05-2015,MRN-547,27-05-2015,INR,STAFF WELFARE,TEA & COFFEE,KG,32.00,6080.00,0.00,6080.00,,,,,,,,,,,,,,,,,
PB000417,PB0000345,31-05-2015,Bajaj Stationers,,MRN-552/22495,27-05-2015,,,INR,PRINTING and STATIONERY,MISC. STATIONERY ITEMS,PCS,1.00,9550.00,0.00,9550.00,,,,,,,,,,,,,,,,,
PB000418,PB0000346,31-05-2015,UNIQUE ADVERTISING & MKTG. SERVICES,,MRN-559/127,27-05-2015,,,INR,PRINTING and STATIONERY,WRITING BOARDS,PCS,1.00,13500.00,0.00,15391.00,,,,,,,,,,,,,,,,,
PB000419,PB0000343,31-05-2015,J.G. Works,RCPT0000000044,6147,27-05-2015,MRN-549,27-05-2015,INR,CHEMICAL,MERCURY,ML,1.00,4960.00,0.00,5208.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PHENOPHTHELENE  SOLU. 8.3- 10,ML,4.00,400.00,0.00,420.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SULPHURIC ACID,ML,1.00,200.00,0.00,210.00,,,,,,,,,,,,,,,,,
PB000420,PB0000344,31-05-2015,BANSAL MACHINERY STORE,,MRN-551/129,27-05-2015,,,INR,PIPE FITTING,"PVC, UPVC,PPR PIPES",M,1.00,750.00,0.00,788.00,,,,,,,,,,,,,,,,,
PB000421,PB0000347,31-05-2015,AGGARWAL SANITARY & HARDWARE STORE,,MRN-561/176,28-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,6092.00,0.00,6397.00,,,,,,,,,,,,,,,,,
PB000422,PB0000348,31-05-2015,Rathi Adhesive Tape (P) Ltd.,RCPT0000000112,85,28-05-2015,MRN-28.05.15,28-05-2015,INR,TAPE,"TAPE- 2"" TRANSPARENT",PCS,460.00,11500.00,0.00,13585.00,,,,,,,,,,,,,,,,,
PB000423,PB0000349,31-05-2015,SSK CHEMICALS PVT. LTD.,RCPT0000000033,082,25-05-2015,MRN-545,26-05-2015,INR,ENAMEL,VAR-HIGH SPEED,KG,4200.00,378000.00,0.00,433755.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,VAR-SAMPLE,KG,420.00,38640.00,0.00,44339.00,,,,,,,,,,,,,,,,,
PB000425,PB0000351,31-05-2015,SHRI BAL JI TIMBER & PLYWOOD,,MRN-566/008,28-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,11588.00,0.00,13211.00,,,,,,,,,,,,,,,,,
PB000426,PB0000352,31-05-2015,AMIT MOTORS & MACINERY STORE,,MRN-567/812,28-05-2015,,,INR,ELECTRICAL,PRESSURE GAUGE / RPM METER / VALVES ( ALL TYPES ,PCS,2.00,3900.00,0.00,4095.00,,,,,,,,,,,,,,,,,
PB000427,PB0000353,31-05-2015,Ganesh Electricals,,MRN-471/364,18-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,3500.00,0.00,3991.00,,,,,,,,,,,,,,,,,
PB000428,PB0000355,27-05-2015,Sesa Sterlite Ltd - Vedanta Aluminium& Power,RCPT0000000003,1802000099,22-05-2015,MRN-518,22-05-2015,INR,ALUMINIUM WIRE / ROD,ALUMINIUM WIRE / ROD,KG,4081.00,646632.00,0.00,741072.00,,,,,,,,,,,,,,,,,
PB000429,PB0000356,31-05-2015,ELCON SYSTEMS PVT. LTD.,,MRN/323/236,04-05-2015,,,INR,SPARE PARTS,DRIVE,PCS,2.00,63744.00,0.00,74263.00,,,,,,,,,,,,,,,,,
PB000430,PB0000350,31-05-2015,Autonix Auto Industries Pvt. Ltd,,MRN-332/141,06-05-2015,,,INR,ELECTRICAL,BULBS ALL TYPES,PCS,15.00,42801.00,0.00,51720.73,,,,,,,,,,,,,,,,,
PB000432,PB0000357,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000045,482,21-05-2015,MRN-499,21-05-2015,INR,BEARING,BEARING - 6982Z,PCS,5.00,595.00,0.00,625.00,,,,,,,,,,,,,,,,,
PB000433,PB0000359,31-05-2015,Ganesh Electricals,,MRN-542/425,25-05-2015,,,INR,ELECTRICAL,ELECTRICAL-MISC,PCS,1.00,4970.00,0.00,5219.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5540.00,0.00,6316.00,,,,,,,,,,,,,,,,,
PB000434,PB0000358,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000046,524,25-05-2015,MRN-539,25-05-2015,INR,BEARING,BEARING - 6002 ZZ,PCS,10.00,1120.00,0.00,1176.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,BEARING - 6003 ZZ,PCS,10.00,1253.00,0.00,1316.00,,,,,,,,,,,,,,,,,
PB000435,PB0000360,31-05-2015,A-One Mineral Water Industry,RCPT0000000047,81,30-05-2015,81,30-05-2015,INR,CHEMICAL,D M WATER,L,133500.00,24030.00,0.00,27394.00,,,,,,,,,,,,,,,,,
PB000436,PB0000361,31-05-2015,Savitri Enterprises,,MRN-575/307,29-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,1.00,6790.00,0.00,7130.00,,,,,,,,,,,,,,,,,
PB000437,PB0000363,31-05-2015,CHETAN ENTERPRISES,RCPT0000000113,016,28-05-2015,MRN-579,29-05-2015,INR,PACKING MATERIAL,POLY BAG,KG,85.56,13005.12,0.00,13265.12,,,,,,,,,,,,,,,,,
PB000438,PB0000362,31-05-2015,Savitri Enterprises,,MRN-576/308,29-05-2015,,,INR,BUILDING MATERIAL,MISC. BUILDING MATERIALS,KG,27.00,1215.00,0.00,1385.00,,,,,,,,,,,,,,,,,
PB000439,PB0000364,31-05-2015,Dna Power Transmission,RCPT0000000048,715,25-05-2015,MRN-582,29-05-2015,INR,BELT,A- 42 V BELT,PCS,2.00,217.00,0.00,221.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,BELT- HTD-2000-8MX 36,PCS,2.00,1720.00,0.00,1754.00,,,,,,,,,,,,,,,,,
PB000440,PB0000365,31-05-2015,Arvind Bearing & Mill Store,RCPT0000000049,564,29-05-2015,MRN-587,29-05-2015,INR,BEARING,BEARING - 3308,PCS,4.00,17432.80,0.00,18303.80,,,,,,,,,,,,,,,,,
PB000441,PB0000366,31-05-2015,Sea Pumps,,MRN-589/35,29-05-2015,,,INR,ELECTRICAL,MOTORS & PUMPS & STARTERS,PCS,2.00,57104.00,0.00,65527.00,,,,,,,,,,,,,,,,,
PB000442,PB0000367,31-05-2015,Niehoff Of India Pvt Ltd,,MRN-590/9206703,29-05-2015,,,INR,TOOLS and EQUIPMENTS,THERMOMETER,PCS,1.00,18589.00,0.00,21331.00,,,,,,,,,,,,,,,,,
PB000443,PB0000368,31-05-2015,Iskon Packaging Wood Works,RCPT0000000114,20,29-05-2015,MRN-592,29-05-2015,INR,WOODEN PALLET,WOODEN GUTKA,PCS,3910.00,27370.00,0.00,28739.00,,,,,,,,,,,,,,,,,
PB000444,PB0000369,31-05-2015,KAPAHI FURNISHERS,,MRN-593/151,29-05-2015,,,INR,CONSUMABLES,LOCKERS,PCS,4.00,56000.00,0.00,57120.00,,,,,,,,,,,,,,,,,
PB000445,PB0000370,31-05-2015,GAC COMPUTERS PVT. LTD.,RCPT0000000050,RI/98,29-05-2015,MRN-603,30-05-2015,INR,MISC.,COMPUTER PARTS,PCS,1.00,5190.00,0.00,5294.00,,,,,,,,,,,,,,,,,
PB000446,PB0000371,31-05-2015,ELANTAS Beck India Ltd.,RCPT0000000034,602,30-05-2015,MRN-607,31-05-2015,INR,H CLASS,TEREBEC MT 543-38,KG,3150.00,658350.00,0.00,754197.00,,,,,,,,,,,,,,,,,
