Customer Name,Invoice No.,Invoice Date,Invoice Type,Currency,Item No.,Item Name,Unit,Qty,Price,Gross Amount(Specific),"Tax
(Specific)",Discount,Net Amount(Specific),Net Amount(Base)
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000489,24-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,830.250,31.500,26152.875,0.000,0.000,26152.875,26152.875
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000489,24-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,754.460,31.500,23765.490,0.000,0.000,23765.490,23765.490
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000489,24-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,743.140,31.500,23408.910,0.000,0.000,23408.910,23408.910
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000504,25-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,653.810,31.500,20595.015,0.000,0.000,20595.015,20595.015
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000505,25-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,210.000,1.000,210.000,0.000,210.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000506,25-04-2015,DIRECT INVOICE,INR,CU32SSMEDPT-10,CU32SSMEDPT-10,KG,531.125,496.620,263767.298,38906.000,0.000,302673.298,302673.298
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000528,27-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,1025.645,31.500,32307.818,0.000,0.000,32307.818,32307.818
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000528,27-04-2015,DIRECT INVOICE,INR,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,1048.935,31.500,33041.452,0.000,0.000,33041.452,33041.452
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000528,27-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,911.420,31.500,28709.730,0.000,0.000,28709.730,28709.730
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000529,27-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,105.000,1.000,105.000,0.000,105.000,0.000,0.000
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000578,29-04-2015,DIRECT INVOICE,INR,CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,579.610,31.500,18257.715,0.000,0.000,18257.715,18257.715
Orient Electricals(ADivOfOrientPaper&InduLtd),SI000578,29-04-2015,DIRECT INVOICE,INR,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,584.165,31.500,18401.198,0.000,0.000,18401.198,18401.198
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000147,08-04-2015,DIRECT INVOICE,INR,AL22HCMEDPT-25,AL22HCMEDPT-25,KG,688.065,275.150,189321.085,27925.000,0.000,217246.085,217246.085
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000147,08-04-2015,DIRECT INVOICE,INR,AL23.5HCMEDPT-25,AL23.5HCMEDPT-25,KG,605.595,276.150,167235.059,24667.000,0.000,191902.059,191902.059
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000321,15-04-2015,DIRECT INVOICE,INR,AL22HCMEDPT-25,AL22HCMEDPT-25,KG,244.000,275.150,67136.600,9903.000,0.000,77039.600,77039.600
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000321,15-04-2015,DIRECT INVOICE,INR,AL23.5HCMEDPT-25,AL23.5HCMEDPT-25,KG,129.440,276.150,35744.856,5272.000,0.000,41016.856,41016.856
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000365,17-04-2015,DIRECT INVOICE,INR,AL22HCMEDPT-25,AL22HCMEDPT-25,KG,901.580,275.150,248069.737,36591.000,0.000,284660.737,284660.737
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000365,17-04-2015,DIRECT INVOICE,INR,AL23.5HCMEDPT-25,AL23.5HCMEDPT-25,KG,232.235,276.150,64131.695,9459.000,0.000,73590.695,73590.695
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000423,21-04-2015,DIRECT INVOICE,INR,AL22HCMEDPT-25,AL22HCMEDPT-25,KG,1074.970,275.150,295777.996,43627.000,0.000,339404.996,339404.996
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,SI000423,21-04-2015,DIRECT INVOICE,INR,AL23.5HCMEDPT-25,AL23.5HCMEDPT-25,KG,527.090,276.150,145555.904,21469.000,0.000,167024.904,167024.904
Puri Electronics Pvt Ltd,SI000214,10-04-2015,DIRECT INVOICE,INR,CU30SSMEDPT-10,CU30SSMEDPT-10,KG,19.000,516.250,9808.750,1447.000,0.000,11255.750,11255.750
Puri Electronics Pvt Ltd,SI000214,10-04-2015,DIRECT INVOICE,INR,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,142.785,521.250,74426.681,10978.000,0.000,85404.681,85404.681
Puri Electronics Pvt Ltd,SI000360,17-04-2015,DIRECT INVOICE,INR,CU34SSMEDPT-10,CU34SSMEDPT-10,KG,166.930,518.200,86503.126,12759.000,0.000,99262.126,99262.126
Puri Electronics Pvt Ltd,SI000581,29-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,129.520,519.070,67229.946,9917.000,0.000,77146.946,77146.946
Quality Industries,SI000586,29-04-2015,DIRECT INVOICE,INR,CU35.5MPFINEPT-10,CU35.5MPFINEPT-10,KG,1431.785,482.140,690320.820,101822.000,0.000,792142.820,792142.820
Quality Industries,SI000586,29-04-2015,DIRECT INVOICE,INR,CU38MPFINEPT-10,CU38MPFINEPT-10,KG,507.450,503.140,255318.393,37660.000,0.000,292978.393,292978.393
R.D. METALS,SI000591,30-04-2015,DIRECT INVOICE,INR,ALUMINIUM SCRAP ,ALUMINIUM SCRAP,KGS,1064.000,70.000,74480.000,10986.000,0.000,85466.000,85466.000
RISHABH  INDUSTRIES,SI000490,24-04-2015,DIRECT INVOICE,INR,CU33SSMEDPT-10,CU33SSMEDPT-10,KG,468.625,502.150,235320.044,34710.000,0.000,270030.044,270030.044
RISHABH  INDUSTRIES,SI000491,24-04-2015,DIRECT INVOICE,INR,CU35SSMEDPT-10,CU35SSMEDPT-10,KG,295.395,505.150,149218.784,22009.000,0.000,171227.784,171227.784
ROSY ELECTRONICS PVT. LTD.,SI000311,15-04-2015,DIRECT INVOICE,INR,CU0.22SSMEDPT-10,CU0.22SSMEDPT-10,KG,20.735,516.200,10703.407,1940.000,0.000,12643.407,12643.407
RPS ELECTRONICS,SI000558,28-04-2015,DIRECT INVOICE,INR,CU0.23SSMEDPT-10,CU0.23SSMEDPT-10,KG,61.760,516.070,31872.483,4701.000,0.000,36573.483,36573.483
SAZAYA & COMPANY,SI000149,08-04-2015,DIRECT INVOICE,INR,SCRAP - EMPTY DRUMS,SCRAP - EMPTY DRUMS,PCS,71.000,210.000,14910.000,2703.000,0.000,17613.000,17613.000
SAZAYA & COMPANY,SI000150,08-04-2015,DIRECT INVOICE,INR,SCRAP - WOODEN,SCRAP - WOODEN,KGS,1640.000,3.500,5740.000,287.000,0.000,6027.000,6027.000
SCT Limited,SI000551,28-04-2015,DIRECT INVOICE,INR,CU22HCMEDPT-25,CU22HCMEDPT-25,KG,565.855,484.200,273986.991,49659.000,0.000,323645.991,323645.991
SRINISONS WIRING SYSTEMS P Ltd,SI000610,30-04-2015,DIRECT INVOICE,INR,cu21.5hcmedm-266,CU21.5HCMEDM-266,KG,23.535,473.000,11132.055,1642.000,0.000,12774.055,12774.055
SRINISONS WIRING SYSTEMS P Ltd,SI000611,30-04-2015,DIRECT INVOICE,INR,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,8.805,283.000,2491.815,367.000,0.000,2858.815,2858.815
STAR SINTERED PRODUCTS LTD.,SI000362,17-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,304.000,321.000,97584.000,17687.000,0.000,115271.000,115271.000
STAR SINTERED PRODUCTS LTD.,SI000363,17-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,2240.000,321.000,719040.000,130326.000,0.000,849366.000,849366.000
STAR SINTERED PRODUCTS LTD.,SI000364,17-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,335.000,321.000,107535.000,19491.000,0.000,127026.000,127026.000
STAR SINTERED PRODUCTS LTD.,SI000584,29-04-2015,DIRECT INVOICE,INR,COPPER SCRAP,COPPER SCRAP,KG,1591.000,323.000,513893.000,93143.000,,607036.000,607036.000
Subham Machines (P) LTD.,SI000284,14-04-2015,DIRECT INVOICE,INR,SCRAP - EMPTY DRUMS,SCRAP - EMPTY DRUMS,PCS,70.000,210.000,14700.000,2665.000,0.000,17365.000,17365.000
Subham Machines (P) LTD.,SI000400,20-04-2015,DIRECT INVOICE,INR,SCRAP - EMPTY DRUMS,SCRAP - EMPTY DRUMS,PCS,52.000,210.000,10920.000,1979.000,0.000,12899.000,12899.000
Subham Machines (P) LTD.,SI000556,28-04-2015,DIRECT INVOICE,INR,SCRAP - EMPTY DRUMS,SCRAP - EMPTY DRUMS,PCS,61.000,210.000,12810.000,2321.000,0.000,15131.000,15131.000
Subros Limited,SI000380,18-04-2015,DIRECT INVOICE,INR,CU0.63DCFINEPT-25,CU0.63DCFINEPT-25,KG,237.020,479.400,113627.388,20594.000,0.000,134221.388,134221.388
Subros Limited,SI000380,18-04-2015,DIRECT INVOICE,INR,CU0.6DCFINEPT-25,CU0.6DCFINEPT-25,KG,127.075,479.400,60919.755,11041.000,0.000,71960.755,71960.755
SWASTIK WIRE PRODUCT,SI000426,21-04-2015,DIRECT INVOICE,INR,COTHLUBECKAN W-25,LUBECKAN W-25,L,17.000,166.000,2822.000,474.000,0.000,3296.000,3296.000
SWASTIK WIRE PRODUCT,SI000427,21-04-2015,DIRECT INVOICE,INR,FLK 332A,FLK 332A,KG,14.000,148.000,2072.000,306.000,0.000,2378.000,2378.000
SYNFLEX-ELEKTRO P LTD.,SI000206,10-04-2015,DIRECT INVOICE,INR,CU0.12SSFINEPT-4,CU0.12SSFINEPT-4,KG,392.490,556.250,218322.562,39571.000,0.000,257893.562,257893.562
SYNFLEX-ELEKTRO P LTD.,SI000244,11-04-2015,DIRECT INVOICE,INR,CU43SSFINEPT-4,CU43SSFINEPT-4,KG,48.250,576.250,27804.060,5040.000,0.000,32844.060,32844.060
Valeo Friction Material India Pvt. Ltd,SI000510,25-04-2015,DIRECT INVOICE,INR,CU0.15BAREPT-25,CU0.15BAREPT-25,KG,2002.665,483.290,967867.968,142760.000,0.000,1110627.968,1110627.968
Vardhman Electrical Appliances,SI000020,02-04-2015,DIRECT INVOICE,INR,CU26MPFINEPT-25,CU26MPFINEPT-25,KG,103.780,486.730,50512.839,7451.000,0.000,57963.839,57963.839
Vardhman Electrical Appliances,SI000020,02-04-2015,DIRECT INVOICE,INR,CU38MPFINEPT-10,CU38MPFINEPT-10,KG,459.330,512.230,235282.606,34704.000,0.000,269986.606,269986.606
Vardhman Electrical Appliances,SI000256,13-04-2015,DIRECT INVOICE,INR,CU26MPFINEPT-25,CU26MPFINEPT-25,KG,569.160,478.760,272491.042,40192.000,0.000,312683.042,312683.042
Vardhman Electrical Appliances,SI000256,13-04-2015,DIRECT INVOICE,INR,CU28MPFINEPT-25,CU28MPFINEPT-25,KG,698.585,479.260,334803.847,49383.000,0.000,384186.847,384186.847
Vardhman Electrical Appliances,SI000502,25-04-2015,DIRECT INVOICE,INR,CU35MPFINEPT-10,CU35MPFINEPT-10,KG,313.295,480.150,150428.594,22189.000,0.000,172617.594,172617.594
Vardhman Electrical Appliances,SI000553,28-04-2015,DIRECT INVOICE,INR,CU35MPFINEPT-10,CU35MPFINEPT-10,KG,670.755,482.140,323397.816,47701.000,0.000,371098.816,371098.816
VICTOR COMPONENT SYSTEMS P LTD. Noida,SI000075,04-04-2015,DIRECT INVOICE,INR,CU0.18SSMEDPT-10,CU0.18SSMEDPT-10,KG,17.320,527.230,9131.624,1655.000,0.000,10786.624,10786.624
VICTOR COMPONENT SYSTEMS P LTD. Noida,SI000248,11-04-2015,DIRECT INVOICE,INR,CU0.18SSFINEPT-10,CU0.18SSFINEPT-10,KG,519.675,521.290,270901.380,49102.000,0.000,320003.380,320003.380
VICTOR COMPONENT SYSTEMS P LTD. Noida,SI000269,13-04-2015,DIRECT INVOICE,INR,CU0.18SSFINEPT-10,CU0.18SSFINEPT-10,KG,415.190,519.260,215591.559,39076.000,0.000,254667.559,254667.559
VICTOR COMPONENT SYSTEMS P LTD. Noida,SI000269,13-04-2015,DIRECT INVOICE,INR,CU2.3DCMEDM-266,CU2.3DCMEDM-266,KG,659.615,497.260,328000.155,59450.000,0.000,387450.155,387450.155
VICTOR COMPONENT SYSTEMS P LTD. Noida,SI000408,20-04-2015,DIRECT INVOICE,INR,CU0.07SSFINEPT-4,CU0.07SSFINEPT-4,KG,234.605,601.150,141032.796,25562.000,0.000,166594.796,166594.796
VICTOR COMPONENT SYSTEMS P LTD. Noida,SI000559,28-04-2015,DIRECT INVOICE,INR,CU2.3DCMEDM-266,CU2.3DCMEDM-266,KG,1015.070,496.140,503616.830,91281.000,0.000,594897.830,594897.830
VIKAS SPOOL PVT. LTD. (CUSTOMER),SI000309,15-04-2015,DIRECT INVOICE,INR,SCRAP-OLD PLASTIC SPOOL,SCRAP-OLD PLASTIC SPOOL,KG,463.000,137.250,63546.750,1271.000,0.000,64817.750,64817.750
VIKAS SPOOL PVT. LTD. (CUSTOMER),SI000583,29-04-2015,DIRECT INVOICE,INR,SCRAP-OLD PLASTIC SPOOL,SCRAP-OLD PLASTIC SPOOL,KG,1200.000,20.000,24000.000,3540.000,0.000,27540.000,27540.000
Wires & Electricals,SI000612,30-04-2015,DIRECT INVOICE,INR,CU22DCMEDPT-25,CU22DCMEDPT-25,KG,161.615,503.620,81392.546,10174.000,0.000,91566.546,91566.546
Wires & Electricals,SI000612,30-04-2015,DIRECT INVOICE,INR,CU23DCMEDPT-25,CU23DCMEDPT-25,KG,248.760,505.180,125668.577,15709.000,0.000,141377.577,141377.577
Wires & Electricals,SI000612,30-04-2015,DIRECT INVOICE,INR,CU25DCMEDPT-25,CU25DCMEDPT-25,KG,207.070,506.750,104932.722,13117.000,0.000,118049.722,118049.722
Wires & Electricals,SI000612,30-04-2015,DIRECT INVOICE,INR,CU26MPMEDPT-25,CU26MPMEDPT-25,KG,103.820,490.160,50888.411,6361.000,0.000,57249.411,57249.411
Wires & Electricals,SI000612,30-04-2015,DIRECT INVOICE,INR,CU27DCMEDPT-25,CU27DCMEDPT-25,KG,146.245,508.700,74394.832,9299.000,0.000,83693.832,83693.832
Wires & Electricals,SI000612,30-04-2015,DIRECT INVOICE,INR,CU30DCMEDPT25,CU30DCMEDPT-25,KG,161.585,513.400,82957.739,10370.000,0.000,93327.739,93327.739
